message_id,message content,topic 1,confidence 1,topic 2,confidence 2,predicted topic,predicted confidence
1361976414747889664,jag 150 at best,Balance,0.9,Ships,0.9,Ships,0.95
1361969106357850172,Pretty much the case for bs only,Ships,0.9,Items,0.7,Ships,0.85
1361967838960816138,Paladin. Abaddon,Units,0.9,Ships,0.9,Ships,0.95
1361971975257325668,My brick fit maly too but it wasn't that hard to fix,Items,0.9,Ships,0.9,Ships,0.95
1361969593358487662,Jack of all trade ship tree,Ships,0.9,Items,0.9,Ships,0.85
1361976402064183346,slicer 200,Balance,0.9,Ships,0.9,Ships,0.85
1361969460344520865,Same reason why I'm not big into soct ships,Ships,0.9,Items,0.7,Ships,0.95
1361321544839729375,"If you want more options with target selection, use a T3 that doesn’t suck ass",Ships,0.9,Gameplay,0.9,Gameplay,0.9
1361971793031729216,Or my bricked orthrus,Ships,0.9,Items,0.9,Items,0.9
1425074077084811274,bring more cenos*,Ships,0.9,Gameplay,0.7,Ships,0.95
1425074821766844466,Ceno isn’t ideal vs dst.,Ships,0.9,Units,0.7,Balance,0.95
1425074137008701541,I'm saying this as a Cenotaph lover,Units,0.9,Ships,0.9,Community,0.95
1425073985389072404,Nah their the barghest that will,Units,0.9,Ships,0.9,Ships,0.95
1425074531843969146,The barghest that should,Units,0.9,Ships,0.9,Ships,0.9
1425069065550037104,It’s definitely a different ship that is either useless or throws a new element of adaptation into the mix.,Ships,0.9,Balance,0.7,Ships,0.85
1425068979462082610,-1 low slot and - bit of base armor,Ships,0.9,Items,0.7,Items,0.95
1425069237529215067,-1 low slot matters more than you think,Items,0.9,Ships,0.9,Items,0.95
1425073124466102395,Logi: exists!,Ships,0.9,Gameplay,0.9,Units,0.9
1425151096334319616,11 marauders 1 tick to my ishtars,Ships,0.9,Gameplay,0.7,Ships,0.95
1425133744112537752,I think carriers are really cool,Units,0.9,Ships,0.9,Ships,0.95
1425148998670614621,i seem to recall this being unironically proposed for t3c's over the years lmao,Ships,0.9,History of Eve,0.7,Gameplay,0.9
1425148053509374051,where it needs a 2nd ship,Ships,0.9,Gameplay,0.7,Ships,0.9
1425148848203890689,guys ccp should delete t2 ships bc i dont like them,Ships,0.9,Balance,0.7,Developer,0.95
1425120386437087343,"ofc
drake personal protection",Community,0.9,Ships,0.9,Ships,0.95
1425216823099392104,I'm talking about logging off and storing the titan in a pos longer-term,Ships,0.9,Gameplay,0.7,Ships,0.95
1425221700387082301,phoenix navy issue,Ships,0.9,Items,0.7,Ships,0.95
1425219636764606526,capital ships use jump dr ives,Ships,0.9,Gameplay,0.7,Ships,0.95
1425216973762986045,no 25 redeemer 2 fax,Ships,0.9,Units,0.9,Ships,0.95
1425216487433568286,I was going to say titan but bigab copied snuff again,Ships,0.9,Units,0.7,Community,0.95
1425221385432600647,Snuff uses HAW PNIs on the regular so idk what kind of expert fleets you are fighting against,Ships,0.9,Gameplay,0.7,Ships,0.95
1425219821456330922,Or the ship equivalent of jumping someone in an alleyway and obliterating them,Ships,0.9,Gameplay,0.7,Ships,0.95
1425220255042764941,that little small ship is an interdictor,Ships,0.9,Gameplay,0.7,Ships,0.95
1425217159709069444,@Dread Operative i will never forgrt how your friends dropped my cruisers,Ships,0.9,Gameplay,0.9,Units,0.9
1425214916754804937,titan just walks away lol,Ships,0.9,Gameplay,0.7,Ships,0.95
1425215065866375280,actually having a titan is more likely to be a dead sentence,Ships,0.9,Gameplay,0.7,Ships,0.95
1425239207751712798,also I just hate barghests now too,Ships,0.9,Community,0.7,Ships,0.95
1425198612836647102,Only navy dessies,Items,0.9,Ships,0.9,Ships,0.88
1425223496077807636,Is it possible to firewall in a bhaalgorn,Ships,0.9,Gameplay,0.7,Ships,0.95
1425162628262658170,its cruisers +,Units,0.9,Ships,0.9,Ships,0.9
1425194393270353940,what if you face a golem,Ships,0.9,Gameplay,0.7,Ships,0.9
1425206193948852314,drop them a phoenix i bet theres a lot of fun,Ships,0.9,Gameplay,0.7,Ships,0.95
1425200786870374440,theoretical max cap stable EHP/s with heat on a vargur is 200k ehp/s,Ships,0.9,Gameplay,0.7,Balance,0.9
1425195126099152906,20k ehp /s vargur vs 100mn curse,Gameplay,0.9,Ships,0.9,Ships,0.95
1425204975549677688,Stop building hookbills,Ships,0.9,Items,0.7,Ships,0.95
1425200862459990229,#makecarriersgreatagain2026 :nod:,Ships,0.9,Balance,0.7,Community,0.9
1425199081856303244,give my carrier like baby heavy bombers,Ships,0.9,Balance,0.7,Ships,0.95
1425203683104264234,Were reapers actually used for something,Ships,0.9,Items,0.7,Ships,0.88
1425206485381677127,0% armor paladin for the win,Ships,0.9,Items,0.7,Ships,0.9
1425203513662640138,unless u mean lance or boson or reaper u cant,Items,0.9,Ships,0.9,Ships,0.95
1425194618013876418,scorp navy with 90% kinetic and thermal resist might do it,Gameplay,0.9,Ships,0.9,Ships,0.95
1425199038621421729,can you make me have a reason to undock my carrier,Ships,0.9,Gameplay,0.7,Ships,0.95
1425194570697932932,them im bringing the 100mn curse,Ships,0.9,Items,0.7,Ships,0.9
1425193266164404297,you can run that shit in a fucking tristan,Ships,0.9,Gameplay,0.7,Ships,0.95
1425177414828429476,How the fuck am I gonna get my dread into jita,Ships,0.9,Gameplay,0.7,Gameplay,0.95
1425194459104153772,alright. how about a 20k ehp/s vargur like demio olaron flies in horde standinf,Ships,0.9,Items,0.7,Ships,0.95
1425194979302576279,"it wont if its 100mn curse vs my leshak, which I will agree to, but I am not agreeing to leshak vs marauder AND curse lol",Ships,0.9,Gameplay,0.9,Ships,0.98
1425185758196662433,fliet and eugales,Community,0.9,Ships,0.9,Gameplay,0.95
1425162684986556516,i was running a loki for esca,Ships,0.9,Gameplay,0.7,Ships,0.95
1425155388478849196,Or barghests to bully ishtars,Ships,0.9,Gameplay,0.7,Ships,0.95
1425192194616197222,no polarized marauders though,Ships,0.9,Items,0.7,Ships,0.95
1425157297490886716,Cruise barghs,Ships,0.9,Gameplay,0.7,Ships,0.9
1425177486441840771,go see if one of those collectors still has a legacy capital lmao,Ships,0.9,Economy,0.7,Items,0.9
1425155843493593188,i wanna destroy one,Gameplay,0.9,Ships,0.9,Gameplay,0.95
1425186280614133911,@ill54 what do you think our mister lost-9-gilas is up to,Ships,0.9,Community,0.7,Ships,0.95
1425138505901805639,oh and both are immune to defanging unlike a fighter based craft,Ships,0.9,Gameplay,0.7,Gameplay,0.95
1425144179796738069,OMFG yeeessssss. The SMA should be bigger than that if a dread.,Ships,0.9,Balance,0.7,Ships,0.95
1425075925212594216,https://zkillboard.com/kill/130315087/,Gameplay,0.9,Ships,0.9,Gameplay,0.9
1425073143935926374,"like literally, you could bring a shield fax and 4 shield cenos instead of a dread",Ships,0.9,Balance,0.7,Ships,0.95
1425075959836704880,I should park up 5 Machs in Uedama,Ships,0.9,Gameplay,0.7,Ships,0.95
1425073782179233953,"why is this even a discussion
you should bring a ceno for everything",Ships,0.9,Balance,0.7,Ships,0.95
1425075750255591444,Unless its some weird 6 second align BR,Ships,0.9,Gameplay,0.7,Gameplay,0.95
1425195334581092414,"I can get scorp navy to 93% thermal and 95% kinetic resist pretty reasonably, would that stop it/",Gameplay,0.9,Ships,0.9,Ships,0.95
1425195649116405802,Then its a shitfit,Items,0.9,Ships,0.9,Items,0.9
1425155191870722249,when frat see my stream and behold my glorious 5-mouse office notebook setup they will open the gates and hand me their titans,Social media,0.9,Cheating,0.9,Control,0.85
1425155488017944678,Rote peaked during Ishtar era,History of Eve,0.9,Ships,0.9,History of Eve,0.95
1425123938416984075,evil drake,Ships,0.9,Characters,0.9,Community,0.92
1425121944528748565,we demand investigation into drake,Ships,0.9,Community,0.9,Community,0.88
