community_id,message_id,rank_score,rank_within_community,topic_count,max_conf,mean_conf,margin_clamped,entropy,len_chars,len_words,has_multi,ambiguity_target,is_ambiguous,content
adad505c-ead6-4eb5-96dc-69d008db8185,1336877841740206100,-0.00032408832,13,1,0.9,0.9,0.9,0.0,101,19,0,0.03499999999999999,0,with the famous dread brawls happening 1-2 times per year where maybe they manage to splur a bit more
adad505c-ead6-4eb5-96dc-69d008db8185,1336878000612053113,-0.00032408832,14,2,0.7,0.7,0.0,1.0,40,8,1,0.8875,1,even after a 30% buff in ratting payouts
adad505c-ead6-4eb5-96dc-69d008db8185,1336879770994081895,-0.00032408832,15,3,0.7,0.6999999999999998,0.0,0.9999999999999998,98,17,1,0.9249999999999998,1,I'd say the preference for cruisers and battlecruisers has less to do with cost than with mobility
adad505c-ead6-4eb5-96dc-69d008db8185,1336879843673116702,-0.00032408832,16,2,0.7,0.7,0.0,1.0,89,18,1,0.8875,1,if you're burning 30 jumps to a fight you want to take something that moves a bit quicker
adad505c-ead6-4eb5-96dc-69d008db8185,1336880044395597966,-0.00032408832,17,2,0.7,0.7,0.0,1.0,52,8,1,0.8875,1,agility for on-grid positioning is also an advantage
adad505c-ead6-4eb5-96dc-69d008db8185,1336880195705241610,-0.00032408832,18,2,0.7,0.7,0.0,1.0,165,32,1,0.8875,1,"considering the fight probably lasted a bunch of hours due to tidi , i bet they had all the time in this worlds to use jump bridges, cynos/titans to maybe move more."
adad505c-ead6-4eb5-96dc-69d008db8185,1336880334863597579,-0.00032408832,19,1,0.9,0.9,0.9,0.0,24,5,0,0.03499999999999999,0,to move caps for example
adad505c-ead6-4eb5-96dc-69d008db8185,1336880387846049824,-0.00032408832,20,2,0.7,0.7,0.0,1.0,62,15,1,0.8875,1,it’s not fun to burn a bs fleet 30 jumps even if you have time
adad505c-ead6-4eb5-96dc-69d008db8185,1336880476731871232,-0.00032408832,21,2,0.7,0.7,0.0,1.0,122,24,1,0.8875,1,i get it that with those numbers cruisers and cheap stuff works due to the n+1 and that you one shot each single broadcast
adad505c-ead6-4eb5-96dc-69d008db8185,1336880668122152992,-0.00032408832,22,2,0.7,0.7,0.0,1.0,56,9,1,0.8875,1,"but still, very dirt cheap fleets for meaningless fights"
adad505c-ead6-4eb5-96dc-69d008db8185,1336880678750523514,-0.00032408832,23,3,0.7,0.6999999999999998,0.0,0.9999999999999998,84,16,1,0.9249999999999998,1,I doubt srp wallets not having enough is the reason why dread fights are less common
adad505c-ead6-4eb5-96dc-69d008db8185,1336881071295434865,-0.00032408832,24,4,0.7,0.7,0.0,1.0,142,28,1,0.9624999999999999,1,"SRP is the main, people ain't gonna undock dreads that cost them a month of farming on top of their usual farming of 1 month to maintain omega"
adad505c-ead6-4eb5-96dc-69d008db8185,1336883571603804205,-0.00032408832,25,2,0.7,0.7,0.0,1.0,28,5,1,0.8875,1,it's because dreads are ugly
adad505c-ead6-4eb5-96dc-69d008db8185,1336883589480185897,-0.00032408832,26,1,0.7,0.7,0.7,0.0,13,2,0,0.10500000000000001,0,cruiser gang!
adad505c-ead6-4eb5-96dc-69d008db8185,1336883710653632635,-0.00032408832,27,2,0.7,0.7,0.0,1.0,39,7,1,0.8875,1,dreadsfights kinda suck 99% of the time
adad505c-ead6-4eb5-96dc-69d008db8185,1336883814567514195,-0.00032408832,28,1,0.7,0.7,0.7,0.0,44,10,0,0.10500000000000001,0,And involve a shit ton of more work and time
adad505c-ead6-4eb5-96dc-69d008db8185,1336884019543146529,-0.00032408832,29,2,0.7,0.7,0.0,1.0,70,13,1,0.8875,1,And yeah there’s the issue with having to take larger groups of people
adad505c-ead6-4eb5-96dc-69d008db8185,1336885184926191667,-0.00032408832,30,2,0.7,0.7,0.0,1.0,146,25,1,0.8875,1,"isn't more fun having to drop, counter drop, having cynos and positioning them, choosing the right amount of dreads, what each group focus first ?"
adad505c-ead6-4eb5-96dc-69d008db8185,1336885250462056539,-0.00032408832,31,2,0.7,0.7,0.0,1.0,45,10,1,0.8875,1,no anchor up and shoot your ferox in 90% tidi
adad505c-ead6-4eb5-96dc-69d008db8185,1336885306393235528,-0.00032408832,32,2,0.7,0.7,0.0,1.0,92,19,1,0.8875,1,"like at least having more in some of these fights, i'm not talking of a dread brawl per week"
adad505c-ead6-4eb5-96dc-69d008db8185,1336885521397452904,-0.00032408832,33,2,0.7,0.7,0.0,1.0,62,13,1,0.8875,1,FC trying to figure out if his computer is about to crash lmao
adad505c-ead6-4eb5-96dc-69d008db8185,1336885617447010407,-0.00032408832,34,2,0.7,0.7,0.0,1.0,57,14,1,0.8875,1,I think i'd have to be paid to get into that kind of tidi
adad505c-ead6-4eb5-96dc-69d008db8185,1336885689173671936,-0.00032408832,35,1,0.9,0.9,0.9,0.0,69,15,0,0.03499999999999999,0,"they get paid, at least goons FC  ithink they get a pay per fleet too"
adad505c-ead6-4eb5-96dc-69d008db8185,1336885757285109760,-0.00032408832,36,2,0.7,0.7,0.0,1.0,57,14,1,0.8875,1,you'd have to pay me to be in any single ship on the grid
adad505c-ead6-4eb5-96dc-69d008db8185,1336885836792336446,-0.00032408832,37,1,0.9,0.9,0.9,0.0,81,17,0,0.03499999999999999,0,the standards for enjoyable game play have to be so low to get into 1k local tidi
adad505c-ead6-4eb5-96dc-69d008db8185,1336888293354242088,-0.00032408832,38,1,0.9,0.9,0.9,0.0,53,12,0,0.03499999999999999,0,"I had to leave by force, my ssd corrupted 2 weeks ago"
adad505c-ead6-4eb5-96dc-69d008db8185,1336889386222092342,-0.00032408832,39,1,0.9,0.9,0.9,0.0,35,6,0,0.03499999999999999,0,They couldn't get my Cybele atleast
adad505c-ead6-4eb5-96dc-69d008db8185,1336889450801795154,-0.00032408832,40,1,0.9,0.9,0.9,0.0,42,8,0,0.03499999999999999,0,They had at least 10 redeemers pointing me
adad505c-ead6-4eb5-96dc-69d008db8185,1336894791350353971,-0.00032408832,41,1,0.7,0.7,0.7,0.0,30,7,0,0.10500000000000001,0,talked to him and made my toon
adad505c-ead6-4eb5-96dc-69d008db8185,1336894948812918878,-0.00032408832,42,1,0.7,0.7,0.7,0.0,25,5,0,0.10500000000000001,0,eve dies with this update
adad505c-ead6-4eb5-96dc-69d008db8185,1336894968249323530,-0.00032408832,43,1,0.7,0.7,0.7,0.0,29,6,0,0.10500000000000001,0,eve dies with the next update
adad505c-ead6-4eb5-96dc-69d008db8185,1336895059676893194,-0.00032408832,44,1,0.9,0.9,0.9,0.0,77,14,0,0.03499999999999999,0,eve doesnt die because the suckers will play no matter what fuckery ccp pulls
adad505c-ead6-4eb5-96dc-69d008db8185,1336895108171436082,-0.00032408832,45,1,0.7,0.7,0.7,0.0,48,9,0,0.10500000000000001,0,Eve online mass revival 7 February 2025 12am utc
adad505c-ead6-4eb5-96dc-69d008db8185,1336895826844450907,-0.00032408832,46,1,0.7,0.7,0.7,0.0,39,8,0,0.10500000000000001,0,the goal is to profit before your death
adad505c-ead6-4eb5-96dc-69d008db8185,1336896006637228052,-0.00032408832,47,1,0.7,0.7,0.7,0.0,45,7,0,0.10500000000000001,0,"and/or profitable, depending on what you want"
adad505c-ead6-4eb5-96dc-69d008db8185,1336896118008840232,-0.00032408832,48,1,0.9,0.9,0.9,0.0,23,5,0,0.03499999999999999,0,and make nice money now
adad505c-ead6-4eb5-96dc-69d008db8185,1336897016130699329,-0.00032408832,49,1,0.9,0.9,0.9,0.0,24,6,0,0.03499999999999999,0,did 7.88 bill in 30 days
adad505c-ead6-4eb5-96dc-69d008db8185,1336897288681033791,-0.00032408832,50,3,0.7,0.6999999999999998,0.0,0.9999999999999998,96,19,1,0.9249999999999998,1,i am still exploring content in eve.. my first character was made in 2007.. there is much to do.
adad505c-ead6-4eb5-96dc-69d008db8185,1336897436534440037,-0.00032408832,51,1,0.9,0.9,0.9,0.0,33,7,0,0.03499999999999999,0,at lest that what the wallet says
adad505c-ead6-4eb5-96dc-69d008db8185,1336897557712080906,-0.00032408832,52,3,0.7,0.6999999999999998,0.0,0.9999999999999998,42,7,1,0.9249999999999998,1,deffenlty speent allot buy skill books tho
adad505c-ead6-4eb5-96dc-69d008db8185,1336898198672904233,-0.00032408832,53,1,0.7,0.7,0.7,0.0,77,15,0,0.10500000000000001,0,the chart was confirmed to be true exactly as shown by CCP Fozzie (see above)
adad505c-ead6-4eb5-96dc-69d008db8185,1336899304757006427,-0.00032408832,54,1,0.9,0.9,0.9,0.0,42,8,0,0.03499999999999999,0,but game seems fun like the player economy
adad505c-ead6-4eb5-96dc-69d008db8185,1336900091012841553,-0.00032408832,55,1,0.7,0.7,0.7,0.0,10,2,0,0.10500000000000001,0,in profit?
adad505c-ead6-4eb5-96dc-69d008db8185,1336900402846761000,-0.00032408832,56,2,0.7,0.7,0.0,1.0,101,21,1,0.8875,1,well used that free new play skill thing and max my trade skills and made most of it threw the market
adad505c-ead6-4eb5-96dc-69d008db8185,1336901043820433428,-0.00032408832,57,3,0.7,0.6999999999999998,0.0,0.9999999999999998,85,16,1,0.9249999999999998,1,"sold stuff i got from guess the newbie missions, sold basic ore and dablled in plants"
adad505c-ead6-4eb5-96dc-69d008db8185,1336904161509507254,-0.00032408832,58,1,0.9,0.9,0.9,0.0,102,18,0,0.03499999999999999,0,See what makes statsector fun is the fact that I can smuggle drugs and weapons to religious terrorists
adad505c-ead6-4eb5-96dc-69d008db8185,1336908229258776577,-0.00032408832,59,1,0.9,0.9,0.9,0.0,145,29,0,0.03499999999999999,0,"When you are unable to dock, or have any interaction with a structure would it show up in actual space, or as a blue blip on your sensor overlay?"
adad505c-ead6-4eb5-96dc-69d008db8185,1336908581831839815,-0.00032408832,60,2,0.7,0.7,0.0,1.0,45,8,1,0.8875,1,We use T1 dreads as just starting escalations
adad505c-ead6-4eb5-96dc-69d008db8185,1336909148347961467,-0.00032408832,61,1,0.9,0.9,0.9,0.0,560,104,0,0.03499999999999999,0,"I deployed a structure, in a deep safe. there is nobody allowed but me inside it. I ran past it with an alt unaffiliated with myself and it's corporation, has never been there before, and has no rights to dock in there. However, it appears on the sensor overlay as a blue blip in its general direction around the capacitor indicator, and when looking in it's general direction in space it appears with the blue crosshairs. I cannot figure out why this is the case when normally I would have to combat probe scan something down in order for this to be the case."
adad505c-ead6-4eb5-96dc-69d008db8185,1336909661185507359,-0.00032408832,62,1,0.9,0.9,0.9,0.0,182,36,0,0.03499999999999999,0,You can see any and all structures on your map iirc. Might not be on your overview but its still visible is you know where to look (not online so dont remember exactly where to look)
adad505c-ead6-4eb5-96dc-69d008db8185,1336909970679136336,-0.00032408832,63,1,0.9,0.9,0.9,0.0,155,28,0,0.03499999999999999,0,Maybe I was misled. I was under the impression that war targets dissappear from your general visibility as well and one had to combat probe scan them down.
adad505c-ead6-4eb5-96dc-69d008db8185,1336910133170671666,-0.00032408832,64,2,0.7,0.7,0.0,1.0,209,44,1,0.8875,1,"Guarantee that you don't, two ways are to just look at it in space and right-click warp when you find the sensor overlay icon for it, or you go to system map and warp to it from there once you find it on there"
adad505c-ead6-4eb5-96dc-69d008db8185,1336911035311063150,-0.00032408832,65,1,0.9,0.9,0.9,0.0,30,4,0,0.03499999999999999,0,Just discovered autopilot. ...
adad505c-ead6-4eb5-96dc-69d008db8185,1336911197664055297,-0.00032408832,66,2,0.7,0.7,0.0,1.0,99,23,1,0.8875,1,can I get in touch with someone at CCP? I have a very weird bug to show you that I can't figure out
adad505c-ead6-4eb5-96dc-69d008db8185,1336911366384255071,-0.00032408832,67,2,0.7,0.7,0.0,1.0,98,22,1,0.8875,1,probably a better way to do this but I think streaming it to you would be the best way to show you
adad505c-ead6-4eb5-96dc-69d008db8185,1336912009345634357,-0.00032408832,68,2,0.7,0.7,0.0,1.0,88,17,1,0.8875,1,"Use OBS to record it, or take screenshots in game after pressing F12 - submit bug report"
adad505c-ead6-4eb5-96dc-69d008db8185,1336912392780648448,-0.00032408832,69,2,0.7,0.7,0.0,1.0,274,51,1,0.8875,1,"what are you talking about? lmao the moment you anchor down a structure, no matter where, no matter which ""deep safe"" it can be see by EVERYONE on the entire server that enter that solar system and press the local map via f9 or via that ""blue crosshair"" while moving around."
adad505c-ead6-4eb5-96dc-69d008db8185,1336912504898453607,-0.00032408832,70,1,0.7,0.7,0.7,0.0,91,16,0,0.10500000000000001,0,"a deep safe doesn't magically make your structure dissapear, it would be broken as hell lol"
adad505c-ead6-4eb5-96dc-69d008db8185,1336912715326685215,-0.00032408832,71,1,0.7,0.7,0.7,0.0,150,25,0,0.10500000000000001,0,"I distinctly remember having to combat probe scan hostile structures down in null and lowsec to bash them, because they didn't appear in actual space."
adad505c-ead6-4eb5-96dc-69d008db8185,1336912922898726932,-0.00032408832,72,1,0.9,0.9,0.9,0.0,98,20,0,0.03499999999999999,0,"they will not appear on your overview, if they are not public or if you don't have access to them."
adad505c-ead6-4eb5-96dc-69d008db8185,1336912972592975993,-0.00032408832,73,1,0.9,0.9,0.9,0.0,68,16,0,0.03499999999999999,0,but you will see them on the map or with the crosshair or via D scan
adad505c-ead6-4eb5-96dc-69d008db8185,1336914570035462277,-0.00032408832,74,1,0.9,0.9,0.9,0.0,62,11,0,0.03499999999999999,0,You can harvest the minerals that become the drugs and weapons
adad505c-ead6-4eb5-96dc-69d008db8185,1336915177555099730,-0.00032408832,75,1,0.9,0.9,0.9,0.0,49,10,0,0.03499999999999999,0,That nobody has to combat probe to find a citadel
adad505c-ead6-4eb5-96dc-69d008db8185,1336915276934938654,-0.00032408832,76,1,0.9,0.9,0.9,0.0,105,20,0,0.03499999999999999,0,"You might be conflating them with NPC citadels, which do have to be combat probed, but player ones do not"
adad505c-ead6-4eb5-96dc-69d008db8185,1336919539337793617,-0.00032408832,77,1,0.7,0.7,0.7,0.0,29,6,0,0.10500000000000001,0,it makes the Atron unique tho
adad505c-ead6-4eb5-96dc-69d008db8185,1336922668875644978,-0.00032408832,78,1,0.9,0.9,0.9,0.0,43,5,0,0.03499999999999999,0,"lazerhawk hardknocks hydra,its pretty spicy"
adad505c-ead6-4eb5-96dc-69d008db8185,1336923728101113918,-0.00032408832,79,1,0.9,0.9,0.9,0.0,103,23,0,0.03499999999999999,0,Do you have to have a certain amount of skill points to join a corp or can you join one straight away ?
adad505c-ead6-4eb5-96dc-69d008db8185,1336923875237302285,-0.00032408832,80,2,0.7,0.7,0.0,1.0,114,18,1,0.8875,1,"a decent amount of gal ships look good: incursus, maulus, catalyst navy, exeq, myrm, mega, vexor, tristan, nemesis"
adad505c-ead6-4eb5-96dc-69d008db8185,1336925918836555858,-0.00032408832,81,1,0.9,0.9,0.9,0.0,59,13,0,0.03499999999999999,0,At least my skill queue was running whilst I was off of EVE
adad505c-ead6-4eb5-96dc-69d008db8185,1336925974427598930,-0.00032408832,82,2,0.7,0.7,0.0,1.0,57,13,1,0.8875,1,sadly only like 3 days of omega left so time to grind isk
adad505c-ead6-4eb5-96dc-69d008db8185,1336928955961446483,-0.00032408832,83,2,0.9,0.9,0.0,1.0,43,10,1,0.8875,1,"zamn, i can get more out of a velator, lmao"
adad505c-ead6-4eb5-96dc-69d008db8185,1336934237613588492,-0.00032408832,84,1,0.9,0.9,0.9,0.0,114,26,0,0.03499999999999999,0,"hi mates 
im newbie in eve online and want to start but dont know yet what is best and worth it to buy for subs xD"
adad505c-ead6-4eb5-96dc-69d008db8185,1336936270798127166,-0.00032408832,85,1,0.9,0.9,0.9,0.0,38,6,0,0.03499999999999999,0,Don't need omega subscription to start
adad505c-ead6-4eb5-96dc-69d008db8185,1336939420158263297,-0.00032408832,86,2,0.7,0.7,0.0,1.0,178,36,1,0.8875,1,there should be a way to apply skillpoints only to 1 skill .. if i have more free skillpoints then i need for this skill it should be possible to keep the rest of the skillpoints
adad505c-ead6-4eb5-96dc-69d008db8185,1336939851001499669,-0.00032408832,87,1,0.9,0.9,0.9,0.0,19,5,0,0.03499999999999999,0,Try it out for free
adad505c-ead6-4eb5-96dc-69d008db8185,1336939934061301862,-0.00032408832,88,1,0.9,0.9,0.9,0.0,117,20,0,0.03499999999999999,0,You'll know well before you reach the limitations of your f2p account whether this game tickles your interests or not
adad505c-ead6-4eb5-96dc-69d008db8185,1336940100231368816,-0.00032408832,89,1,0.9,0.9,0.9,0.0,57,7,0,0.03499999999999999,0,Check pinned messages for guides in #new-player-questions
adad505c-ead6-4eb5-96dc-69d008db8185,1336940263532269688,-0.00032408832,90,1,0.9,0.9,0.9,0.0,123,21,0,0.03499999999999999,0,You can still catch up because the gameplay has enough variety to have use for people without gorillion skill points banked
adad505c-ead6-4eb5-96dc-69d008db8185,1336946220282679307,-0.00032408832,91,1,0.7,0.7,0.7,0.0,124,25,0,0.10500000000000001,0,Most relevant corps takes people with 5mil sp or more so not a lot. More competitive ones take like 30mil sp or more I think
adad505c-ead6-4eb5-96dc-69d008db8185,1336949087454629918,-0.00032408832,92,1,0.9,0.9,0.9,0.0,91,19,0,0.03499999999999999,0,In case you decided to haul some blueprints let me know and I'm more than happy to help out
adad505c-ead6-4eb5-96dc-69d008db8185,1336956664477253672,-0.00032408832,93,2,0.7,0.7,0.0,1.0,70,13,1,0.8875,1,Does anyone know if EVE Online GMs are volunteers or employees at CCP?
adad505c-ead6-4eb5-96dc-69d008db8185,1336956782869745785,-0.00032408832,94,1,0.7,0.7,0.7,0.0,17,1,0,0.10500000000000001,0,!addverifiedicon.
adad505c-ead6-4eb5-96dc-69d008db8185,1336956809176678400,-0.00032408832,95,2,0.7,0.7,0.0,1.0,17,3,1,0.8875,1,GMs are employees
adad505c-ead6-4eb5-96dc-69d008db8185,1336956848623849474,-0.00032408832,96,2,0.7,0.7,0.0,1.0,31,4,1,0.8875,1,ISD (moderators) are volunteers
adad505c-ead6-4eb5-96dc-69d008db8185,1336957151113121802,-0.00032408832,97,1,0.9,0.9,0.9,0.0,55,11,0,0.03499999999999999,0,did PI cycle times get updated within the last 2 years?
adad505c-ead6-4eb5-96dc-69d008db8185,1336957939700994048,-0.00032408832,98,1,0.7,0.7,0.7,0.0,113,23,0,0.10500000000000001,0,right now my P3 factories are half as slow vs optimum. i don't think i'd have made this kinda mistake in the past
adad505c-ead6-4eb5-96dc-69d008db8185,1336958129551835156,-0.00032408832,99,1,0.7,0.7,0.7,0.0,43,9,0,0.10500000000000001,0,maybe there will be a big fight in j211000?
adad505c-ead6-4eb5-96dc-69d008db8185,1336960243040522270,-0.00032408832,100,2,0.7,0.7,0.0,1.0,747,134,1,0.8875,1,"In 2005 when CCP was developing the game, they realized they'd need to split the galaxy in various regions at the time, base on player skill level. Back then it was all an Microsoft Access database of systems. There was the system name, then that linked to a region name, which had a security status. However the development team who was working on the system list player conquerable space forgot to write in the values for the in game security status, and upon printing the table in sql to confirm the names, that field was ""NULL"" and it overflowed the SSH buffer terminating the connection and requiring an iDRAC login.    The name ""Nullsec"" stuck as an internal joke, and then players picked up on it after 0.0, 0.1 etc never took off past 2009"
adad505c-ead6-4eb5-96dc-69d008db8185,1336970873214734398,-0.00032408832,101,1,0.7,0.7,0.7,0.0,20,4,0,0.10500000000000001,0,"it is possible, wdym"
adad505c-ead6-4eb5-96dc-69d008db8185,1336970906345410561,-0.00032408832,102,3,0.7,0.6999999999999998,0.0,0.9999999999999998,36,4,1,0.9249999999999998,1,"right-click skill, apply skillpoints"
adad505c-ead6-4eb5-96dc-69d008db8185,1336973946662424650,-0.00032408832,103,1,0.9,0.9,0.9,0.0,44,9,0,0.03499999999999999,0,when are you going to undock a tristan again
adad505c-ead6-4eb5-96dc-69d008db8185,1336974162539057213,-0.00032408832,104,1,0.9,0.9,0.9,0.0,54,13,0,0.03499999999999999,0,The dudes who I used to scrag are all in 5 algeese now
adad505c-ead6-4eb5-96dc-69d008db8185,1336974257410019429,-0.00032408832,105,1,0.9,0.9,0.9,0.0,60,11,0,0.03499999999999999,0,Can this game sell resources like the Rise of Kingdom game??
adad505c-ead6-4eb5-96dc-69d008db8185,1336975398105251841,-0.00032408832,106,1,0.9,0.9,0.9,0.0,63,13,0,0.03499999999999999,0,It's a bit difficult to compare EVE Online to a mobile game tbh
adad505c-ead6-4eb5-96dc-69d008db8185,1336976382332243979,-0.00032408832,107,2,0.7,0.7,0.0,1.0,222,44,1,0.8875,1,"Just sheer curiosity. When you do Sisi Mass Tests, how many hours/days did you leave the server up for testing other things for free? I need to do a few things in the server and knowing how much time I have would be great."
adad505c-ead6-4eb5-96dc-69d008db8185,1336976756183273484,-0.00032408832,108,1,0.9,0.9,0.9,0.0,65,13,0,0.03499999999999999,0,normal tests only keep the server on for the duration of the test
adad505c-ead6-4eb5-96dc-69d008db8185,1336977585699295274,-0.00032408832,109,2,0.7,0.7,0.0,1.0,101,21,1,0.8875,1,Sad... I wanted to record a few videos and I feel bad to make them while they're doing the mass test.
adad505c-ead6-4eb5-96dc-69d008db8185,1336977607769718865,-0.00032408832,110,1,0.7,0.7,0.7,0.0,77,13,0,0.10500000000000001,0,Question submission is only open during specific periods as we prep for Q&As.
adad505c-ead6-4eb5-96dc-69d008db8185,1336977627734478909,-0.00032408832,111,1,0.9,0.9,0.9,0.0,12,2,0,0.03499999999999999,0,SKINr things
adad505c-ead6-4eb5-96dc-69d008db8185,1336981404780593152,-0.00032408832,112,1,0.9,0.9,0.9,0.0,44,9,0,0.03499999999999999,0,"eve is not working for me today,Is this why?"
adad505c-ead6-4eb5-96dc-69d008db8185,1336981461848559658,-0.00032408832,113,1,0.7,0.7,0.7,0.0,23,5,0,0.10500000000000001,0,It is being looked into
adad505c-ead6-4eb5-96dc-69d008db8185,1336981582237405236,-0.00032408832,114,1,0.9,0.9,0.9,0.0,41,7,0,0.03499999999999999,0,"eve pulls version, resource data from R2."
adad505c-ead6-4eb5-96dc-69d008db8185,1336982895776104470,-0.00032408832,115,2,0.9,0.8,0.20000000000000007,0.9886994082884974,65,15,1,0.8118497041442486,1,hey ! I'm new to Eve Online and can't play ! my screen shows that
adad505c-ead6-4eb5-96dc-69d008db8185,1336983844196192276,-0.00032408832,116,1,0.9,0.9,0.9,0.0,83,15,0,0.03499999999999999,0,It told me that : Unable to delete some unused files in game installation directory
adad505c-ead6-4eb5-96dc-69d008db8185,1336985319127384084,-0.00032408832,117,1,0.9,0.9,0.9,0.0,119,9,0,0.03499999999999999,0,"Hey @alert-status, **EVE\_status** just posted a new Tweet!
<https://twitter.com/EVE_status/status/1887426103935180817>"
adad505c-ead6-4eb5-96dc-69d008db8185,1336988388905189376,-0.00032408832,118,2,0.7,0.7,0.0,1.0,31,5,1,0.8875,1,always right click on something
adad505c-ead6-4eb5-96dc-69d008db8185,1336992441294651422,-0.00032408832,119,1,0.7,0.7,0.7,0.0,19,3,0,0.10500000000000001,0,stop losing legions
adad505c-ead6-4eb5-96dc-69d008db8185,1336992461926432801,-0.00032408832,120,1,0.7,0.7,0.7,0.0,28,5,0,0.10500000000000001,0,right click get repair quote
adad505c-ead6-4eb5-96dc-69d008db8185,1336992466288771092,-0.00032408832,121,1,0.9,0.9,0.9,0.0,19,4,0,0.03499999999999999,0,I lost ratting mach
adad505c-ead6-4eb5-96dc-69d008db8185,1336992589068632145,-0.00032408832,122,1,0.7,0.7,0.7,0.0,30,7,0,0.10500000000000001,0,how do you lose a ratting ship
adad505c-ead6-4eb5-96dc-69d008db8185,1336992604021330012,-0.00032408832,123,1,0.7,0.7,0.7,0.0,13,3,0,0.10500000000000001,0,just warp off
adad505c-ead6-4eb5-96dc-69d008db8185,1336994875752714281,-0.00032408832,124,1,0.9,0.9,0.9,0.0,17,3,0,0.03499999999999999,0,drain corp wallet
adad505c-ead6-4eb5-96dc-69d008db8185,1336994985878356040,-0.00032408832,125,1,0.9,0.9,0.9,0.0,16,5,0,0.03499999999999999,0,I make 50m a day
adad505c-ead6-4eb5-96dc-69d008db8185,1336995006287712297,-0.00032408832,126,1,0.7,0.7,0.7,0.0,25,8,0,0.10500000000000001,0,I am bad at pvp so I dont
adad505c-ead6-4eb5-96dc-69d008db8185,1336995133731766325,-0.00032408832,127,1,0.9,0.9,0.9,0.0,24,5,0,0.03499999999999999,0,you gotta invest my dude
adad505c-ead6-4eb5-96dc-69d008db8185,1336995214992212069,-0.00032408832,128,1,0.9,0.9,0.9,0.0,62,13,0,0.03499999999999999,0,nourv managed to get a twitch egirl in their corp at one point
adad505c-ead6-4eb5-96dc-69d008db8185,1336995410320949318,-0.00032408832,129,1,0.9,0.9,0.9,0.0,50,10,0,0.03499999999999999,0,i dont remember her name but it was good marketing
adad505c-ead6-4eb5-96dc-69d008db8185,1336995584414060577,-0.00032408832,130,1,0.9,0.9,0.9,0.0,54,12,0,0.03499999999999999,0,they had a real twitch thot in their corp at one point
adad505c-ead6-4eb5-96dc-69d008db8185,1336996412063223828,-0.00032408832,131,1,0.9,0.9,0.9,0.0,157,30,0,0.03499999999999999,0,you can ask conor what the streamer was called but i remember they were in nourv and they were invited into the corp while they were still doing the tutorial
